case_id,target,left_run,right_run,retrieved_jaccard,common_retrieved_count,top_attribution_agrees,spearman_common,spearman_union_zero_filled
direct_japan_capital,gold,bge_lexical,bge_target_ll,1.0,6,False,0.6,0.6
direct_mitochondria_role,gold,bge_lexical,bge_target_ll,1.0,6,True,0.3142857142857143,0.3142857142857143
direct_olympics_host,gold,bge_lexical,bge_target_ll,1.0,6,True,0.8285714285714287,0.8285714285714287
direct_panda_diet,gold,bge_lexical,bge_target_ll,1.0,6,False,-0.7714285714285715,-0.7714285714285715
direct_pride_author,gold,bge_lexical,bge_target_ll,1.0,6,True,0.7714285714285715,0.7714285714285715
missing_eiffel_designer,gold,bge_lexical,bge_target_ll,1.0,6,False,,
missing_hubble_launch_year,gold,bge_lexical,bge_target_ll,1.0,6,False,0.08571428571428573,0.08571428571428573
missing_japan_currency,gold,bge_lexical,bge_target_ll,1.0,6,False,0.4285714285714286,0.4285714285714286
missing_magellan_expedition_survivor,gold,bge_lexical,bge_target_ll,1.0,6,False,0.4285714285714286,0.4285714285714286
missing_mars_moons,gold,bge_lexical,bge_target_ll,1.0,6,False,-0.08571428571428573,-0.08571428571428573
missing_penicillin_discoverer,gold,bge_lexical,bge_target_ll,1.0,6,False,,
missing_pythagorean_formula,gold,bge_lexical,bge_target_ll,1.0,6,False,0.942857142857143,0.942857142857143
missing_starry_night_artist,gold,bge_lexical,bge_target_ll,1.0,6,True,0.5428571428571429,0.5428571428571429
missing_suez_connection,gold,bge_lexical,bge_target_ll,1.0,6,True,0.028571428571428574,0.028571428571428574
redundant_1984_author,gold,bge_lexical,bge_target_ll,1.0,6,False,0.6,0.6
redundant_atlantic_border,gold,bge_lexical,bge_target_ll,1.0,6,True,0.7714285714285715,0.7714285714285715
redundant_earth_orbit,gold,bge_lexical,bge_target_ll,1.0,6,False,-0.2,-0.2
redundant_first_moonwalker,gold,bge_lexical,bge_target_ll,1.0,6,False,0.8285714285714287,0.8285714285714287
redundant_france_capital,gold,bge_lexical,bge_target_ll,1.0,6,True,1.0,1.0
redundant_hamlet_author,gold,bge_lexical,bge_target_ll,1.0,6,False,0.7714285714285715,0.7714285714285715
redundant_largest_animal,gold,bge_lexical,bge_target_ll,1.0,6,True,0.4285714285714286,0.4285714285714286
redundant_largest_hot_desert,gold,bge_lexical,bge_target_ll,1.0,6,True,0.8857142857142858,0.8857142857142858
redundant_largest_ocean,gold,bge_lexical,bge_target_ll,1.0,6,True,0.942857142857143,0.942857142857143
redundant_speed_of_light,gold,bge_lexical,bge_target_ll,1.0,6,True,0.4285714285714286,0.4285714285714286
complementary_battery_electrodes,gold,bge_lexical,bge_contrastive_ll,1.0,6,False,0.7714285714285715,0.7714285714285715
complementary_central_dogma_steps,gold,bge_lexical,bge_contrastive_ll,1.0,6,True,0.08571428571428573,0.08571428571428573
complementary_curie_categories,gold,bge_lexical,bge_contrastive_ll,1.0,6,False,0.7714285714285715,0.7714285714285715
complementary_great_lakes_countries,gold,bge_lexical,bge_contrastive_ll,1.0,6,False,0.6,0.6
complementary_inner_rocky_planets,gold,bge_lexical,bge_contrastive_ll,1.0,6,False,0.5428571428571429,0.5428571428571429
complementary_photosynthesis_inputs,gold,bge_lexical,bge_contrastive_ll,1.0,6,True,0.7714285714285715,0.7714285714285715
complementary_rgb_primary_light,gold,bge_lexical,bge_contrastive_ll,1.0,6,False,-0.08571428571428573,-0.08571428571428573
complementary_three_matter_states,gold,bge_lexical,bge_contrastive_ll,1.0,6,True,0.6,0.6
complementary_versailles_allies,gold,bge_lexical,bge_contrastive_ll,1.0,6,False,-0.08571428571428573,-0.08571428571428573
complementary_water_elements,gold,bge_lexical,bge_contrastive_ll,1.0,6,True,-0.028571428571428574,-0.028571428571428574
conflict_australia_capital,gold,bge_lexical,bge_contrastive_ll,1.0,6,True,0.6,0.6
conflict_closest_planet_sun,gold,bge_lexical,bge_contrastive_ll,1.0,6,True,0.3714285714285715,0.3714285714285715
conflict_fever_threshold,gold,bge_lexical,bge_contrastive_ll,1.0,6,True,0.5428571428571429,0.5428571428571429
conflict_human_heart_chambers,gold,bge_lexical,bge_contrastive_ll,1.0,6,False,0.4285714285714286,0.4285714285714286
conflict_japan_currency,gold,bge_lexical,bge_contrastive_ll,1.0,6,False,0.8857142857142858,0.8857142857142858
conflict_largest_planet,gold,bge_lexical,bge_contrastive_ll,1.0,6,True,0.8857142857142858,0.8857142857142858
conflict_liter_to_milliliters,gold,bge_lexical,bge_contrastive_ll,1.0,6,True,0.7714285714285715,0.7714285714285715
conflict_mona_lisa_artist,gold,bge_lexical,bge_contrastive_ll,1.0,6,True,0.14285714285714288,0.14285714285714288
conflict_potassium_symbol,gold,bge_lexical,bge_contrastive_ll,1.0,6,True,-0.08571428571428573,-0.08571428571428573
conflict_solar_system_center,gold,bge_lexical,bge_contrastive_ll,1.0,6,True,0.028571428571428574,0.028571428571428574
conflict_water_boiling_point,gold,bge_lexical,bge_contrastive_ll,1.0,6,True,0.7714285714285715,0.7714285714285715
direct_canada_capital,gold,bge_lexical,bge_contrastive_ll,1.0,6,True,0.942857142857143,0.942857142857143
direct_dna_shape,gold,bge_lexical,bge_contrastive_ll,1.0,6,True,0.942857142857143,0.942857142857143
direct_gravity_force,gold,bge_lexical,bge_contrastive_ll,1.0,6,True,0.14285714285714288,0.14285714285714288
direct_hemoglobin_role,gold,bge_lexical,bge_contrastive_ll,1.0,6,True,0.08571428571428573,0.08571428571428573
direct_highest_mountain,gold,bge_lexical,bge_contrastive_ll,1.0,6,True,0.5428571428571429,0.5428571428571429
direct_japan_capital,gold,bge_lexical,bge_contrastive_ll,1.0,6,False,0.7714285714285715,0.7714285714285715
direct_mitochondria_role,gold,bge_lexical,bge_contrastive_ll,1.0,6,True,0.3142857142857143,0.3142857142857143
direct_olympics_host,gold,bge_lexical,bge_contrastive_ll,1.0,6,True,0.8285714285714287,0.8285714285714287
direct_panda_diet,gold,bge_lexical,bge_contrastive_ll,1.0,6,False,-0.7142857142857143,-0.7142857142857143
direct_pride_author,gold,bge_lexical,bge_contrastive_ll,1.0,6,True,0.7142857142857143,0.7142857142857143
missing_eiffel_designer,gold,bge_lexical,bge_contrastive_ll,1.0,6,False,,
missing_hubble_launch_year,gold,bge_lexical,bge_contrastive_ll,1.0,6,False,0.08571428571428573,0.08571428571428573
missing_japan_currency,gold,bge_lexical,bge_contrastive_ll,1.0,6,False,0.4285714285714286,0.4285714285714286
missing_magellan_expedition_survivor,gold,bge_lexical,bge_contrastive_ll,1.0,6,False,0.2571428571428572,0.2571428571428572
missing_mars_moons,gold,bge_lexical,bge_contrastive_ll,1.0,6,False,-0.3142857142857143,-0.3142857142857143
missing_penicillin_discoverer,gold,bge_lexical,bge_contrastive_ll,1.0,6,False,,
missing_pythagorean_formula,gold,bge_lexical,bge_contrastive_ll,1.0,6,False,0.942857142857143,0.942857142857143
missing_starry_night_artist,gold,bge_lexical,bge_contrastive_ll,1.0,6,True,0.2571428571428572,0.2571428571428572
missing_suez_connection,gold,bge_lexical,bge_contrastive_ll,1.0,6,True,0.028571428571428574,0.028571428571428574
redundant_1984_author,gold,bge_lexical,bge_contrastive_ll,1.0,6,False,0.6,0.6
redundant_atlantic_border,gold,bge_lexical,bge_contrastive_ll,1.0,6,True,0.8857142857142858,0.8857142857142858
redundant_earth_orbit,gold,bge_lexical,bge_contrastive_ll,1.0,6,False,-0.2,-0.2
redundant_first_moonwalker,gold,bge_lexical,bge_contrastive_ll,1.0,6,False,0.7714285714285715,0.7714285714285715
redundant_france_capital,gold,bge_lexical,bge_contrastive_ll,1.0,6,True,0.942857142857143,0.942857142857143
redundant_hamlet_author,gold,bge_lexical,bge_contrastive_ll,1.0,6,False,0.7714285714285715,0.7714285714285715
redundant_largest_animal,gold,bge_lexical,bge_contrastive_ll,1.0,6,True,0.6,0.6
redundant_largest_hot_desert,gold,bge_lexical,bge_contrastive_ll,1.0,6,True,0.7142857142857143,0.7142857142857143
redundant_largest_ocean,gold,bge_lexical,bge_contrastive_ll,1.0,6,True,0.942857142857143,0.942857142857143
redundant_speed_of_light,gold,bge_lexical,bge_contrastive_ll,1.0,6,True,0.4285714285714286,0.4285714285714286
complementary_battery_electrodes,gold,bge_target_ll,bge_contrastive_ll,1.0,6,True,0.942857142857143,0.942857142857143
complementary_central_dogma_steps,gold,bge_target_ll,bge_contrastive_ll,1.0,6,True,1.0,1.0
complementary_curie_categories,gold,bge_target_ll,bge_contrastive_ll,1.0,6,True,1.0,1.0
complementary_great_lakes_countries,gold,bge_target_ll,bge_contrastive_ll,1.0,6,True,1.0,1.0
complementary_inner_rocky_planets,gold,bge_target_ll,bge_contrastive_ll,1.0,6,True,1.0,1.0
complementary_photosynthesis_inputs,gold,bge_target_ll,bge_contrastive_ll,1.0,6,True,1.0,1.0
complementary_rgb_primary_light,gold,bge_target_ll,bge_contrastive_ll,1.0,6,True,1.0,1.0
complementary_three_matter_states,gold,bge_target_ll,bge_contrastive_ll,1.0,6,True,0.942857142857143,0.942857142857143
complementary_versailles_allies,gold,bge_target_ll,bge_contrastive_ll,1.0,6,True,1.0,1.0
complementary_water_elements,gold,bge_target_ll,bge_contrastive_ll,1.0,6,True,1.0,1.0
conflict_australia_capital,gold,bge_target_ll,bge_contrastive_ll,1.0,6,True,1.0,1.0
conflict_closest_planet_sun,gold,bge_target_ll,bge_contrastive_ll,1.0,6,True,0.2,0.2
conflict_fever_threshold,gold,bge_target_ll,bge_contrastive_ll,1.0,6,True,1.0,1.0
conflict_human_heart_chambers,gold,bge_target_ll,bge_contrastive_ll,1.0,6,True,1.0,1.0
conflict_japan_currency,gold,bge_target_ll,bge_contrastive_ll,1.0,6,True,0.8857142857142858,0.8857142857142858
conflict_largest_planet,gold,bge_target_ll,bge_contrastive_ll,1.0,6,True,1.0,1.0
conflict_liter_to_milliliters,gold,bge_target_ll,bge_contrastive_ll,1.0,6,True,1.0,1.0
conflict_mona_lisa_artist,gold,bge_target_ll,bge_contrastive_ll,1.0,6,True,1.0,1.0
conflict_potassium_symbol,gold,bge_target_ll,bge_contrastive_ll,1.0,6,True,0.942857142857143,0.942857142857143
conflict_solar_system_center,gold,bge_target_ll,bge_contrastive_ll,1.0,6,True,0.7714285714285715,0.7714285714285715
conflict_water_boiling_point,gold,bge_target_ll,bge_contrastive_ll,1.0,6,True,1.0,1.0
direct_canada_capital,gold,bge_target_ll,bge_contrastive_ll,1.0,6,True,1.0,1.0
direct_dna_shape,gold,bge_target_ll,bge_contrastive_ll,1.0,6,True,0.942857142857143,0.942857142857143
direct_gravity_force,gold,bge_target_ll,bge_contrastive_ll,1.0,6,True,0.5428571428571429,0.5428571428571429
direct_hemoglobin_role,gold,bge_target_ll,bge_contrastive_ll,1.0,6,True,0.942857142857143,0.942857142857143
direct_highest_mountain,gold,bge_target_ll,bge_contrastive_ll,1.0,6,True,0.942857142857143,0.942857142857143
direct_japan_capital,gold,bge_target_ll,bge_contrastive_ll,1.0,6,True,0.8285714285714287,0.8285714285714287
direct_mitochondria_role,gold,bge_target_ll,bge_contrastive_ll,1.0,6,True,1.0,1.0
direct_olympics_host,gold,bge_target_ll,bge_contrastive_ll,1.0,6,True,1.0,1.0
direct_panda_diet,gold,bge_target_ll,bge_contrastive_ll,1.0,6,True,0.942857142857143,0.942857142857143
direct_pride_author,gold,bge_target_ll,bge_contrastive_ll,1.0,6,True,0.942857142857143,0.942857142857143
missing_eiffel_designer,gold,bge_target_ll,bge_contrastive_ll,1.0,6,True,1.0,1.0
missing_hubble_launch_year,gold,bge_target_ll,bge_contrastive_ll,1.0,6,True,1.0,1.0
missing_japan_currency,gold,bge_target_ll,bge_contrastive_ll,1.0,6,True,1.0,1.0
missing_magellan_expedition_survivor,gold,bge_target_ll,bge_contrastive_ll,1.0,6,True,0.942857142857143,0.942857142857143
missing_mars_moons,gold,bge_target_ll,bge_contrastive_ll,1.0,6,False,0.7714285714285715,0.7714285714285715
missing_penicillin_discoverer,gold,bge_target_ll,bge_contrastive_ll,1.0,6,True,0.942857142857143,0.942857142857143
missing_pythagorean_formula,gold,bge_target_ll,bge_contrastive_ll,1.0,6,True,1.0,1.0
missing_starry_night_artist,gold,bge_target_ll,bge_contrastive_ll,1.0,6,True,0.8857142857142858,0.8857142857142858
missing_suez_connection,gold,bge_target_ll,bge_contrastive_ll,1.0,6,True,1.0,1.0
redundant_1984_author,gold,bge_target_ll,bge_contrastive_ll,1.0,6,True,1.0,1.0
redundant_atlantic_border,gold,bge_target_ll,bge_contrastive_ll,1.0,6,True,0.942857142857143,0.942857142857143
redundant_earth_orbit,gold,bge_target_ll,bge_contrastive_ll,1.0,6,True,1.0,1.0
redundant_first_moonwalker,gold,bge_target_ll,bge_contrastive_ll,1.0,6,True,0.942857142857143,0.942857142857143
redundant_france_capital,gold,bge_target_ll,bge_contrastive_ll,1.0,6,True,0.942857142857143,0.942857142857143
redundant_hamlet_author,gold,bge_target_ll,bge_contrastive_ll,1.0,6,True,1.0,1.0
redundant_largest_animal,gold,bge_target_ll,bge_contrastive_ll,1.0,6,True,0.8285714285714287,0.8285714285714287
redundant_largest_hot_desert,gold,bge_target_ll,bge_contrastive_ll,1.0,6,True,0.8285714285714287,0.8285714285714287
redundant_largest_ocean,gold,bge_target_ll,bge_contrastive_ll,1.0,6,True,1.0,1.0
redundant_speed_of_light,gold,bge_target_ll,bge_contrastive_ll,1.0,6,True,1.0,1.0
complementary_battery_electrodes,generated,bge_target_ll,bge_contrastive_ll,1.0,6,True,1.0,1.0
complementary_central_dogma_steps,generated,bge_target_ll,bge_contrastive_ll,1.0,6,True,0.942857142857143,0.942857142857143
complementary_curie_categories,generated,bge_target_ll,bge_contrastive_ll,1.0,6,True,1.0,1.0
complementary_great_lakes_countries,generated,bge_target_ll,bge_contrastive_ll,1.0,6,True,1.0,1.0
complementary_inner_rocky_planets,generated,bge_target_ll,bge_contrastive_ll,1.0,6,True,1.0,1.0
complementary_photosynthesis_inputs,generated,bge_target_ll,bge_contrastive_ll,1.0,6,True,1.0,1.0
complementary_rgb_primary_light,generated,bge_target_ll,bge_contrastive_ll,1.0,6,True,1.0,1.0
complementary_three_matter_states,generated,bge_target_ll,bge_contrastive_ll,1.0,6,True,1.0,1.0
complementary_versailles_allies,generated,bge_target_ll,bge_contrastive_ll,1.0,6,True,1.0,1.0
complementary_water_elements,generated,bge_target_ll,bge_contrastive_ll,1.0,6,True,1.0,1.0
conflict_australia_capital,generated,bge_target_ll,bge_contrastive_ll,1.0,6,True,1.0,1.0
conflict_closest_planet_sun,generated,bge_target_ll,bge_contrastive_ll,1.0,6,True,1.0,1.0
conflict_fever_threshold,generated,bge_target_ll,bge_contrastive_ll,1.0,6,True,1.0,1.0
conflict_human_heart_chambers,generated,bge_target_ll,bge_contrastive_ll,1.0,6,True,1.0,1.0
conflict_japan_currency,generated,bge_target_ll,bge_contrastive_ll,1.0,6,True,1.0,1.0
conflict_largest_planet,generated,bge_target_ll,bge_contrastive_ll,1.0,6,True,0.942857142857143,0.942857142857143
conflict_liter_to_milliliters,generated,bge_target_ll,bge_contrastive_ll,1.0,6,True,0.942857142857143,0.942857142857143
conflict_mona_lisa_artist,generated,bge_target_ll,bge_contrastive_ll,1.0,6,True,1.0,1.0
conflict_potassium_symbol,generated,bge_target_ll,bge_contrastive_ll,1.0,6,True,0.942857142857143,0.942857142857143
conflict_solar_system_center,generated,bge_target_ll,bge_contrastive_ll,1.0,6,True,1.0,1.0
conflict_water_boiling_point,generated,bge_target_ll,bge_contrastive_ll,1.0,6,True,1.0,1.0
direct_canada_capital,generated,bge_target_ll,bge_contrastive_ll,1.0,6,True,1.0,1.0
direct_dna_shape,generated,bge_target_ll,bge_contrastive_ll,1.0,6,True,1.0,1.0
direct_gravity_force,generated,bge_target_ll,bge_contrastive_ll,1.0,6,True,1.0,1.0
direct_hemoglobin_role,generated,bge_target_ll,bge_contrastive_ll,1.0,6,True,1.0,1.0
direct_highest_mountain,generated,bge_target_ll,bge_contrastive_ll,1.0,6,True,1.0,1.0
direct_japan_capital,generated,bge_target_ll,bge_contrastive_ll,1.0,6,True,1.0,1.0
direct_mitochondria_role,generated,bge_target_ll,bge_contrastive_ll,1.0,6,True,1.0,1.0
direct_olympics_host,generated,bge_target_ll,bge_contrastive_ll,1.0,6,True,1.0,1.0
direct_panda_diet,generated,bge_target_ll,bge_contrastive_ll,1.0,6,True,1.0,1.0
direct_pride_author,generated,bge_target_ll,bge_contrastive_ll,1.0,6,True,1.0,1.0
missing_eiffel_designer,generated,bge_target_ll,bge_contrastive_ll,1.0,6,True,1.0,1.0
missing_hubble_launch_year,generated,bge_target_ll,bge_contrastive_ll,1.0,6,True,1.0,1.0
missing_japan_currency,generated,bge_target_ll,bge_contrastive_ll,1.0,6,True,1.0,1.0
missing_magellan_expedition_survivor,generated,bge_target_ll,bge_contrastive_ll,1.0,6,True,1.0,1.0
missing_mars_moons,generated,bge_target_ll,bge_contrastive_ll,1.0,6,True,1.0,1.0
missing_penicillin_discoverer,generated,bge_target_ll,bge_contrastive_ll,1.0,6,True,1.0,1.0
missing_pythagorean_formula,generated,bge_target_ll,bge_contrastive_ll,1.0,6,True,1.0,1.0
missing_starry_night_artist,generated,bge_target_ll,bge_contrastive_ll,1.0,6,True,1.0,1.0
missing_suez_connection,generated,bge_target_ll,bge_contrastive_ll,1.0,6,True,1.0,1.0
redundant_1984_author,generated,bge_target_ll,bge_contrastive_ll,1.0,6,True,1.0,1.0
redundant_atlantic_border,generated,bge_target_ll,bge_contrastive_ll,1.0,6,True,1.0,1.0
redundant_earth_orbit,generated,bge_target_ll,bge_contrastive_ll,1.0,6,True,1.0,1.0
redundant_first_moonwalker,generated,bge_target_ll,bge_contrastive_ll,1.0,6,True,1.0,1.0
redundant_france_capital,generated,bge_target_ll,bge_contrastive_ll,1.0,6,True,0.942857142857143,0.942857142857143
redundant_hamlet_author,generated,bge_target_ll,bge_contrastive_ll,1.0,6,True,0.942857142857143,0.942857142857143
redundant_largest_animal,generated,bge_target_ll,bge_contrastive_ll,1.0,6,True,1.0,1.0
redundant_largest_hot_desert,generated,bge_target_ll,bge_contrastive_ll,1.0,6,True,1.0,1.0
redundant_largest_ocean,generated,bge_target_ll,bge_contrastive_ll,1.0,6,True,1.0,1.0
redundant_speed_of_light,generated,bge_target_ll,bge_contrastive_ll,1.0,6,True,1.0,1.0
complementary_battery_electrodes,gold,bge_contrastive_ll,tfidf_contrastive_ll,0.5,4,True,0.7999999999999999,0.5783132530120481
complementary_central_dogma_steps,gold,bge_contrastive_ll,tfidf_contrastive_ll,0.3333333333333333,3,True,1.0,-0.2413793103448276
complementary_curie_categories,gold,bge_contrastive_ll,tfidf_contrastive_ll,0.7142857142857143,5,True,0.8999999999999998,0.9285714285714288
complementary_great_lakes_countries,gold,bge_contrastive_ll,tfidf_contrastive_ll,0.7142857142857143,5,True,0.7,0.3214285714285715
complementary_inner_rocky_planets,gold,bge_contrastive_ll,tfidf_contrastive_ll,1.0,6,True,1.0,1.0
complementary_photosynthesis_inputs,gold,bge_contrastive_ll,tfidf_contrastive_ll,0.7142857142857143,5,True,0.8999999999999998,0.9285714285714288
complementary_rgb_primary_light,gold,bge_contrastive_ll,tfidf_contrastive_ll,0.5,4,False,0.0,0.24096385542168672
complementary_three_matter_states,gold,bge_contrastive_ll,tfidf_contrastive_ll,0.5,4,False,0.7999999999999999,-0.49397590361445776
complementary_versailles_allies,gold,bge_contrastive_ll,tfidf_contrastive_ll,0.5,4,True,0.7999999999999999,0.5542168674698795
complementary_water_elements,gold,bge_contrastive_ll,tfidf_contrastive_ll,0.7142857142857143,5,False,-0.09999999999999999,-0.42857142857142866
conflict_australia_capital,gold,bge_contrastive_ll,tfidf_contrastive_ll,0.7142857142857143,5,True,0.9999999999999999,0.642857142857143
conflict_closest_planet_sun,gold,bge_contrastive_ll,tfidf_contrastive_ll,0.7142857142857143,5,True,0.9999999999999999,0.3571428571428572
conflict_fever_threshold,gold,bge_contrastive_ll,tfidf_contrastive_ll,0.7142857142857143,5,True,0.9999999999999999,0.642857142857143
conflict_human_heart_chambers,gold,bge_contrastive_ll,tfidf_contrastive_ll,0.7142857142857143,5,True,0.9999999999999999,0.5357142857142858
conflict_japan_currency,gold,bge_contrastive_ll,tfidf_contrastive_ll,0.7142857142857143,5,True,0.9999999999999999,0.6785714285714287
conflict_largest_planet,gold,bge_contrastive_ll,tfidf_contrastive_ll,0.7142857142857143,5,False,0.8999999999999998,0.8214285714285715
conflict_liter_to_milliliters,gold,bge_contrastive_ll,tfidf_contrastive_ll,1.0,6,True,1.0,1.0
conflict_mona_lisa_artist,gold,bge_contrastive_ll,tfidf_contrastive_ll,0.3333333333333333,3,True,1.0,0.034482758620689655
conflict_potassium_symbol,gold,bge_contrastive_ll,tfidf_contrastive_ll,0.7142857142857143,5,True,0.8999999999999998,0.39285714285714296
conflict_solar_system_center,gold,bge_contrastive_ll,tfidf_contrastive_ll,0.3333333333333333,3,True,1.0,0.34482758620689663
conflict_water_boiling_point,gold,bge_contrastive_ll,tfidf_contrastive_ll,0.7142857142857143,5,True,0.7999999999999999,0.3214285714285715
direct_canada_capital,gold,bge_contrastive_ll,tfidf_contrastive_ll,1.0,6,True,1.0,1.0
direct_dna_shape,gold,bge_contrastive_ll,tfidf_contrastive_ll,1.0,6,True,0.6,0.6
direct_gravity_force,gold,bge_contrastive_ll,tfidf_contrastive_ll,0.3333333333333333,3,True,0.5,-0.2241379310344828
direct_hemoglobin_role,gold,bge_contrastive_ll,tfidf_contrastive_ll,0.5,4,True,1.0,0.4096385542168674
direct_highest_mountain,gold,bge_contrastive_ll,tfidf_contrastive_ll,0.5,4,True,0.7999999999999999,-0.036144578313253004
direct_japan_capital,gold,bge_contrastive_ll,tfidf_contrastive_ll,0.5,4,True,1.0,0.6265060240963854
direct_mitochondria_role,gold,bge_contrastive_ll,tfidf_contrastive_ll,0.3333333333333333,3,True,1.0,0.31034482758620696
direct_olympics_host,gold,bge_contrastive_ll,tfidf_contrastive_ll,0.7142857142857143,5,True,0.9999999999999999,0.642857142857143
direct_panda_diet,gold,bge_contrastive_ll,tfidf_contrastive_ll,0.3333333333333333,3,True,0.5,0.2931034482758621
direct_pride_author,gold,bge_contrastive_ll,tfidf_contrastive_ll,1.0,6,True,0.8285714285714287,0.8285714285714287
missing_eiffel_designer,gold,bge_contrastive_ll,tfidf_contrastive_ll,0.0,0,False,,-0.8605577689243027
missing_hubble_launch_year,gold,bge_contrastive_ll,tfidf_contrastive_ll,0.3333333333333333,3,False,1.0,-0.17241379310344832
missing_japan_currency,gold,bge_contrastive_ll,tfidf_contrastive_ll,0.7142857142857143,5,True,0.9999999999999999,0.8571428571428573
missing_magellan_expedition_survivor,gold,bge_contrastive_ll,tfidf_contrastive_ll,0.7142857142857143,5,False,0.39999999999999997,-0.42857142857142866
missing_mars_moons,gold,bge_contrastive_ll,tfidf_contrastive_ll,1.0,6,False,-0.2,-0.2
missing_penicillin_discoverer,gold,bge_contrastive_ll,tfidf_contrastive_ll,0.09090909090909091,1,False,,-0.57
missing_pythagorean_formula,gold,bge_contrastive_ll,tfidf_contrastive_ll,0.7142857142857143,5,False,0.3,-0.03571428571428572
missing_starry_night_artist,gold,bge_contrastive_ll,tfidf_contrastive_ll,0.3333333333333333,3,True,0.5,-0.08620689655172416
missing_suez_connection,gold,bge_contrastive_ll,tfidf_contrastive_ll,0.09090909090909091,1,False,,-0.42999999999999994
redundant_1984_author,gold,bge_contrastive_ll,tfidf_contrastive_ll,0.2,2,False,0.9999999999999999,-0.07096774193548387
redundant_atlantic_border,gold,bge_contrastive_ll,tfidf_contrastive_ll,1.0,6,True,0.942857142857143,0.942857142857143
redundant_earth_orbit,gold,bge_contrastive_ll,tfidf_contrastive_ll,1.0,6,True,1.0,1.0
redundant_first_moonwalker,gold,bge_contrastive_ll,tfidf_contrastive_ll,0.3333333333333333,3,True,1.0,0.2241379310344828
redundant_france_capital,gold,bge_contrastive_ll,tfidf_contrastive_ll,0.3333333333333333,3,True,1.0,0.08620689655172416
redundant_hamlet_author,gold,bge_contrastive_ll,tfidf_contrastive_ll,1.0,6,True,0.942857142857143,0.942857142857143
redundant_largest_animal,gold,bge_contrastive_ll,tfidf_contrastive_ll,0.2,2,True,0.9999999999999999,-0.1870967741935484
redundant_largest_hot_desert,gold,bge_contrastive_ll,tfidf_contrastive_ll,0.7142857142857143,5,True,0.9999999999999999,0.9642857142857145
redundant_largest_ocean,gold,bge_contrastive_ll,tfidf_contrastive_ll,0.7142857142857143,5,True,0.9999999999999999,0.6071428571428572
redundant_speed_of_light,gold,bge_contrastive_ll,tfidf_contrastive_ll,0.7142857142857143,5,True,0.9999999999999999,0.7857142857142859
