case_id,pattern,question,gold_answer,retrieved_ids,retrieval_recall_at_k,retrieval_precision_at_k,retrieval_mrr,top_attribution_is_gold,gold_attribution_mass,gold_deletion_auc,gold_insertion_auc,retrieval_order_deletion_auc,leave_one_out_deletion_auc,random_deletion_auc,full_gold_support,interaction_total_pairs,interaction_evaluable_pairs,interaction_skipped_pairs,interaction_coverage,interaction_correct_signs,interaction_sign_recovery,interaction_sign_accuracy,closed_book_answer,gold_context_answer,retrieved_context_answer,closed_book_f1,gold_context_f1,retrieved_context_f1,closed_book_exact_match,gold_context_exact_match,retrieved_context_exact_match,knowledge_source_class,generated_interaction_total_pairs,generated_interaction_evaluable_pairs,generated_interaction_skipped_pairs,generated_interaction_coverage,generated_interaction_correct_signs,generated_interaction_sign_recovery,generated_interaction_sign_accuracy,generated_top_attribution_is_gold,generated_gold_attribution_mass,full_generated_support,interaction_complementary_total_pairs,interaction_complementary_evaluable_pairs,interaction_complementary_skipped_pairs,interaction_complementary_coverage,interaction_complementary_correct_signs,interaction_complementary_sign_recovery,interaction_complementary_sign_accuracy,generated_interaction_complementary_total_pairs,generated_interaction_complementary_evaluable_pairs,generated_interaction_complementary_skipped_pairs,generated_interaction_complementary_coverage,generated_interaction_complementary_correct_signs,generated_interaction_complementary_sign_recovery,generated_interaction_complementary_sign_accuracy,interaction_conflicting_total_pairs,interaction_conflicting_evaluable_pairs,interaction_conflicting_skipped_pairs,interaction_conflicting_coverage,interaction_conflicting_correct_signs,interaction_conflicting_sign_recovery,interaction_conflicting_sign_accuracy,generated_interaction_conflicting_total_pairs,generated_interaction_conflicting_evaluable_pairs,generated_interaction_conflicting_skipped_pairs,generated_interaction_conflicting_coverage,generated_interaction_conflicting_correct_signs,generated_interaction_conflicting_sign_recovery,generated_interaction_conflicting_sign_accuracy,interaction_redundant_total_pairs,interaction_redundant_evaluable_pairs,interaction_redundant_skipped_pairs,interaction_redundant_coverage,interaction_redundant_correct_signs,interaction_redundant_sign_recovery,interaction_redundant_sign_accuracy,generated_interaction_redundant_total_pairs,generated_interaction_redundant_evaluable_pairs,generated_interaction_redundant_skipped_pairs,generated_interaction_redundant_coverage,generated_interaction_redundant_correct_signs,generated_interaction_redundant_sign_recovery,generated_interaction_redundant_sign_accuracy
missing_penicillin_discoverer,missing_evidence,Who discovered penicillin?,Alexander Fleming discovered penicillin.,missing_penicillin_mould|missing_penicillin_medicine|comp_curie_chemistry|missing_penicillin_resistance|redundant_neil_a|redundant_neil_b,,,,,,0.03686939888242998,0.044987294213440686,0.03637826621360161,0.038918279697647835,0.03956689787802552,0.02777178082981893,0,0,0,,0,,,I cannot answer this question because no context was provided.,I cannot answer this question because no context was provided.,The retrieved context does not state who discovered penicillin.,0.0,0.0,0.30769230769230765,0.0,0.0,0.0,missing_evidence,0,0,0,,0,,,,,0.09047072060930572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
missing_japan_currency,missing_evidence,What is the currency of Japan?,The currency of Japan is the yen.,conflict_japan_yen|direct_tokyo_currency|conflict_japan_yuan|missing_japan_islands|conflict_japan_won|missing_japan_tokyo,,,,,,0.05883823525362839,0.1574928227791583,0.0706490583931018,0.05225841200045459,0.13455308177809386,0.16528114291739382,0,0,0,,0,,,I cannot answer this question because no context was provided.,I do not have the retrieved context to answer this question.,The official currency of Japan is the yen.,0.0,0.1111111111111111,0.9333333333333333,0.0,0.0,0.0,missing_evidence,0,0,0,,0,,,,,0.20782199738507484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conflict_australia_capital,conflicting_evidence,What is the capital city of Australia?,Canberra is the capital city of Australia.,conflict_australia_correct|conflict_australia_sydney|conflict_japan_tokyo_distractor|conflict_australia_states|direct_tokyo_evidence|redundant_france_a,1.0,0.16666666666666666,1.0,True,0.8608737128497819,0.004855458440810312,0.08823493138775738,0.00564935287770051,0.0026367218391429117,0.03690320577009175,0.09387400153392267,1,1,0,1.0,0,0.0,0.0,I cannot answer this question because no context was provided.,Canberra is the capital city of Australia and the seat of the federal government.,Canberra is the capital city of Australia and it is the seat of the federal government.,0.0,0.6666666666666666,0.6086956521739131,0.0,0.0,0.0,retrieval_failure,1,1,0,1.0,0,0.0,0.0,True,0.9049145616915268,0.13178951040522718,,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,
conflict_potassium_symbol,conflicting_evidence,What is the chemical symbol for potassium?,The chemical symbol for potassium is K.,conflict_potassium_correct|conflict_potassium_sodium|conflict_mercury_element_distractor|conflict_potassium_phosphorus|conflict_potassium_element|missing_japan_language,1.0,0.16666666666666666,1.0,True,0.7153994608176291,0.051564332956618296,0.19004856993201716,0.08777135653330599,0.052388512971647226,0.12778072743463306,0.20936365051736178,1,1,0,1.0,1,1.0,1.0,I cannot answer this question because no context was provided.,"The chemical symbol for potassium is K, which comes from the Neo-Latin name kalium.","The chemical symbol for potassium is K, which comes from the Neo-Latin name kalium.",0.0,0.6363636363636364,0.6363636363636364,0.0,0.0,0.0,generation_or_model_failure,1,1,0,1.0,1,1.0,1.0,True,0.8742476189905513,0.215105332842491,,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
conflict_largest_planet,conflicting_evidence,Which is the largest planet in the Solar System?,Jupiter is the largest planet in the Solar System.,conflict_planet_correct|conflict_planet_saturn|conflict_planet_earth|conflict_solar_jupiter|conflict_earth_planet|missing_mars_orbit,1.0,0.16666666666666666,1.0,True,0.3516914366099894,0.052627165921826834,0.08515864970864245,0.061259840643750285,0.08185366952545287,0.07336469869333845,0.09267886580990359,1,1,0,1.0,1,1.0,1.0,I cannot answer this question because no context was provided.,Jupiter is the largest planet in the Solar System by both mass and volume.,Jupiter is the largest planet in the Solar System by both mass and volume.,0.0,0.782608695652174,0.782608695652174,0.0,0.0,0.0,retrieval_enabled,1,1,0,1.0,1,1.0,1.0,True,0.9074194260089706,0.19580298589777373,,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
conflict_mona_lisa_artist,conflicting_evidence,Who painted the Mona Lisa?,Leonardo da Vinci painted the Mona Lisa.,conflict_monalisa_correct|conflict_monalisa_museum|missing_van_gogh_sunflowers|conflict_monalisa_michelangelo|redundant_france_lyon|missing_japan_language,1.0,0.16666666666666666,1.0,True,0.7900551745616397,0.03516218596288367,0.16097252785730676,0.03321289035479722,0.03633211441707161,0.0982793197936976,0.1756949419953338,1,1,0,1.0,1,1.0,1.0,I cannot answer this question because no context was provided.,Leonardo da Vinci painted the Mona Lisa.,Leonardo da Vinci painted the Mona Lisa.,0.0,1.0,1.0,0.0,1.0,1.0,retrieval_enabled,1,1,0,1.0,1,1.0,1.0,True,0.7900551745616397,0.1756949419953338,,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
redundant_atlantic_border,redundant_evidence,Which ocean borders South America to the east?,The Atlantic Ocean borders South America to the east.,redundant_atlantic_a|redundant_atlantic_b|redundant_atlantic_pacific|missing_magellan_strait|redundant_atlantic_geography|missing_japan_islands,1.0,0.3333333333333333,1.0,True,0.4674545713667947,0.09235913120901428,0.13084522600346551,0.08824665982400892,0.09572552619781145,0.121402544973099,0.14252609617619394,1,1,0,1.0,1,1.0,1.0,I cannot answer this question because no context was provided.,"The Atlantic Ocean borders South America along its eastern side. Additionally, South America has the Atlantic Ocean to its east.","The Atlantic Ocean borders South America along its eastern side. Additionally, one source states that South America has the Atlantic Ocean to its east and the Pacific Ocean to its west.",0.0,0.6206896551724138,0.45000000000000007,0.0,0.0,0.0,generation_or_model_failure,1,1,0,1.0,0,0.0,0.0,True,0.8261530966282254,0.1491419304508531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
redundant_france_capital,redundant_evidence,What is the capital city of France?,Paris is the capital city of France.,redundant_france_a|redundant_france_b|conflict_japan_tokyo_distractor|missing_japan_tokyo|direct_tokyo_evidence|redundant_france_lyon,1.0,0.3333333333333333,1.0,True,0.67643701862994,0.10430836992384157,0.1880032896434903,0.10430836992384157,0.14292442126892954,0.1558409842473251,0.20576027247366763,1,1,0,1.0,1,1.0,1.0,I cannot answer this question because no context was provided.,"Paris is the capital city of France, and it is also the national seat of government for France.",Paris is the capital city of France.,0.0,0.56,1.0,0.0,0.0,1.0,generation_or_model_failure,1,1,0,1.0,1,1.0,1.0,True,0.67643701862994,0.20576027247366763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
redundant_earth_orbit,redundant_evidence,What object does Earth orbit?,Earth orbits the Sun.,missing_hubble_orbit|redundant_orbit_a|missing_mars_orbit|conflict_earth_planet|redundant_orbit_moon|conflict_planet_earth,0.5,0.16666666666666666,0.5,True,0.4908893583609554,0.09284226086229781,0.18372158841315347,0.12713065083709818,0.07670247187385208,0.15568066000190053,0.17278729166812323,1,0,1,0.0,0,,,I cannot answer this question because no context was provided.,Earth travels in an orbit around the Sun.,"Earth travels in an orbit around the Sun. Additionally, the Moon orbits Earth.",0.0,0.5,0.47058823529411764,0.0,0.0,0.0,generation_or_model_failure,1,0,1,0.0,0,,,False,0.3598875353682079,0.18849660302390714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,,,1.0,0.0,1.0,0.0,0.0,,
redundant_largest_ocean,redundant_evidence,Which is the largest ocean on Earth?,The Pacific Ocean is the largest ocean on Earth.,redundant_pacific_a|redundant_pacific_atlantic|redundant_blue_whale_a|redundant_sahara_antarctica_distractor|conflict_planet_earth|conflict_earth_planet,0.5,0.16666666666666666,1.0,True,0.7988897287307108,0.03335848785161146,0.15822021799757838,0.03335848785161146,0.06829656138966218,0.10454841877662402,0.1726428707255328,1,0,1,0.0,0,,,I cannot answer this question because no context was provided.,The Pacific Ocean is the largest ocean on Earth.,The Pacific Ocean is the largest ocean on Earth.,0.0,1.0,1.0,0.0,1.0,1.0,retrieval_enabled,1,0,1,0.0,0,,,True,0.7988897287307108,0.1726428707255328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,,,1.0,0.0,1.0,0.0,0.0,,
complementary_inner_rocky_planets,complementary_evidence,Which three planets after Mercury are inner rocky planets?,"Venus, Earth, and Mars.",comp_inner_venus|comp_inner_jupiter_distractor|comp_inner_mars|comp_inner_earth|missing_mars_planet|conflict_solar_planets_distractor,1.0,0.5,1.0,True,0.7550553071264008,0.0748611426473868,0.13922327344674204,0.10481591042952502,0.07444129568305143,0.11034371539494194,0.16367637597639423,3,3,0,1.0,0,0.0,0.0,I cannot answer this question because no context was provided.,"The three inner rocky planets after Mercury are Venus, Earth, and Mars.","The three inner rocky planets after Mercury are Venus, Earth, and Mars.

*   Venus is an inner rocky planet that orbits the Sun after Mercury [1].
*   Earth is an inner rocky planet and follows Venus in distance from the Sun [4].
*   Mars is an inner rocky planet and orbits beyond Earth [3].",0.0,0.5,0.14545454545454545,0.0,0.0,0.0,generation_or_model_failure,3,3,0,1.0,2,0.6666666666666666,0.6666666666666666,True,0.8885222298867032,0.11533101860201228,3.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,2.0,0.6666666666666666,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,
complementary_rgb_primary_light,complementary_evidence,Which three additive primary colours of light are listed?,"Red, green, and blue.",comp_primary_red|comp_primary_blue|comp_primary_green|comp_primary_paint_distractor|missing_mars_planet|redundant_light_speed_c,1.0,0.5,1.0,True,0.6574498553429249,0.047122791608193736,0.029222203176432083,0.013816806869066472,0.015841477534187114,0.025356850939542503,0.007409940800954251,3,3,0,1.0,0,0.0,0.0,I cannot answer this question because no context was provided.,"The three additive primary colours of light listed are Red, Green, and Blue.","The three additive primary colours of light listed are Red, Blue, and Green.",0.0,0.47058823529411764,0.47058823529411764,0.0,0.0,0.0,generation_or_model_failure,3,3,0,1.0,0,0.0,0.0,True,0.7488588054756323,0.22788280303119857,3.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redundant_speed_of_light,redundant_evidence,What is the approximate speed of light in a vacuum?,"About 300,000 kilometres per second.",redundant_light_speed_a|redundant_light_speed_c|redundant_light_speed_b|conflict_earth_planet|comp_primary_blue|redundant_light_sound_distractor,1.0,0.5,1.0,True,0.8737681446024198,0.020650048506252548,0.08852728723225968,0.0571747958631068,-0.005433359327956064,0.04671374329453787,0.08663337595854864,3,3,0,1.0,2,0.6666666666666666,0.6666666666666666,I do not have the necessary context to answer this question.,"The speed of light in a vacuum can be stated in several ways based on the context:

*   Exactly, it is 299,792,458 metres per second [1].
*   Approximately, it is about 300,000 kilometres per second [2].
*   As a physics constant (c), it is approximately $3.00 \times 10^8$ m/s [3","The speed of light in a vacuum can be stated in several ways based on the context:

*   Exactly, it is 299,792,458 metres per second.
*   Approximately, physics denotes the vacuum speed of light as $c$, which is about $3.00 \times 10^8$ m/s.
*   It travels through a vacuum at about 300,000 kilometres",0.0,0.2033898305084746,0.19354838709677416,0.0,0.0,0.0,generation_or_model_failure,3,3,0,1.0,1,0.3333333333333333,0.3333333333333333,True,0.9314511668657466,0.10298593112659438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,0.0,1.0,2.0,0.6666666666666666,0.6666666666666666,3.0,3.0,0.0,1.0,1.0,0.3333333333333333,0.3333333333333333
redundant_hamlet_author,redundant_evidence,Who wrote Hamlet?,William Shakespeare.,redundant_hamlet_a|redundant_hamlet_b|redundant_hamlet_c|redundant_orwell_a|direct_austen_evidence|redundant_orwell_huxley_distractor,1.0,0.5,1.0,True,0.8263360474478808,0.027615663579806063,0.08554507208900657,0.02702096607884816,0.07211879689707139,0.06968227402589063,0.07565840755088163,3,3,0,1.0,3,1.0,1.0,I cannot answer this question because no context was provided.,William Shakespeare wrote the tragedy Hamlet.,William Shakespeare wrote the tragedy Hamlet.,0.0,0.5,0.5,0.0,0.0,0.0,generation_or_model_failure,3,3,0,1.0,2,0.6666666666666666,0.6666666666666666,True,0.9320660292443455,0.2552827602926837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,0.0,1.0,3.0,1.0,1.0,3.0,3.0,0.0,1.0,2.0,0.6666666666666666,0.6666666666666666
conflict_japan_currency,conflicting_evidence,What is the official currency of Japan?,The yen.,conflict_japan_yen|direct_tokyo_currency|conflict_japan_yuan|missing_japan_islands|missing_japan_tokyo|conflict_japan_won,1.0,0.16666666666666666,1.0,False,0.05927027779565505,0.02074760751800808,0.06769359268179793,0.03405974807406139,0.046593419807283314,0.0566825157618595,0.0644170484232857,2,2,0,1.0,2,1.0,1.0,I cannot answer this question because no context was provided.,The official currency of Japan is the yen.,The official currency of Japan is the yen.,0.0,0.4,0.4,0.0,0.0,0.0,generation_or_model_failure,2,2,0,1.0,1,0.5,0.5,True,0.526132939196107,0.16737176726035258,,,,,,,,,,,,,,,2.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,
conflict_water_boiling_point,conflicting_evidence,"At standard atmospheric pressure, at what Celsius temperature does water boil?",100 degrees Celsius.,conflict_boiling_100c|conflict_boiling_freezing_distractor|conflict_fever_celsius_distractor|conflict_boiling_90c|conflict_boiling_50c|conflict_fever_1004f,1.0,0.16666666666666666,1.0,True,0.6542717011456538,0.021933132414905535,0.07810640960420769,0.034646555009913,0.037680586068689965,0.05137478489923166,0.08010490173023394,2,2,0,1.0,2,1.0,1.0,I do not have the retrieved context to answer your question.,"At standard atmospheric pressure, water boils at 100 degrees Celsius.","At standard atmospheric pressure, water boils at 100 degrees Celsius.",0.0,0.4615384615384615,0.4615384615384615,0.0,0.0,0.0,generation_or_model_failure,2,2,0,1.0,1,0.5,0.5,True,0.708181061043946,0.1125386604918886,,,,,,,,,,,,,,,2.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,
